1981,Watching For Shapes,Kim Wilde,0.0045646219307812225
1981,The Voice,Ultravox,0.02104385589017966
1986,Don't You Love Me Anymore,Joe Cocker,0.0010352406911074915
1986,Eye Of The Zombie,John Fogerty,0.05335698433959118
1982,Angst In My Pants,Sparks,0.005608245896221603
1980,Even it Up,Heart,0.014595758204876609
1984,It's My Life,Talk Talk,0.08574012572370446
1986,That'll Be The Day,Buddy Holly,0.014633111644978453
1986,I Want To Make The World Turn Around,Steve Miller Band,0.012193110577393935
1980,Talk To Me,Kiss,0.009339864835120417
1982,Children Of The Moon,The Alan Parsons Project,0.005532952238958029
1981,Prince Charming,Adam & The Ants,0.11347360191321185
1983,Blue Monday,New Order,0.16760085183961532
1983,I Love You,Yello,0.039501677052834784
1984,Love Of The Common People,Paul Young,0.12789068286651692
1983,Bark At The Moon,Ozzy Osbourne,0.10534722644260561
1984,Runaway,Bon Jovi,0.039014453568157845
1981,Celebration,Kool & The Gang,0.3018262558051152
1980,Chain Lightning,Don McLean,0.012659646980915087
1984,Romancing The Stone,Eddy Grant,0.03323993929927712
1981,9 to 5,Dolly Parton,0.2571039864659825
1982,First Night Back In London,The Clash,0.005529217020913072
1989,Too Much,Bros,0.08738554564977602
1981,Limelight,Rush,0.03903056152375322
1985,Do You Believe In Miracles,Slade,0.0014214531905655703
1985,Go Home,Stevie Wonder,0.029611587349886222
1987,Look What The Cat Dragged In,Poison,0.08810073521197269
1984,Isis,Bob Dylan,0.005864268379224289
1987,Last Night I Dreamt That Somebody Loved Me,The Smiths,0.01763175434718065
1988,The Way You Make Me Feel,Michael Jackson,0.2816335292555435
1985,Solid,Ashford & Simpson,0.11272365377298063
1980,The Second Time Around,Shalamar,0.08522509985129785
1983,I Don't Wanna Dance,Eddy Grant,0.17271503002436592
1989,One Better World,ABC,0.0051382485622895
1987,A Touch Of Jazz,DJ Jazzy Jeff & The Fresh Prince,0.004598935565015143
1984,All Join Hands,Slade,0.014288730770703617
1984,Relax,Frankie Goes To Hollywood,0.34874471822335695
1983,Africa,Toto,0.20534875095628244
1989,Love Train,Holly Johnson,0.09547794407353406
1980,Cruisin',Smokey Robinson,0.09388297719967748
1984,Careless Whisper,George Michael,0.47359597279365495
1989,Love Song,The Cure,0.14823783902166987
1981,Fade To Grey,Visage,0.16038457843796147
1980,Love Meeting Love,Level 42,0.0018219860491191808
1988,Hard Day,George Michael,0.002606194694176704
1988,Rats In The Cellar,Aerosmith,0.013844588087224377
1983,The Safety Dance,Men Without Hats,0.2195887189179473
1983,New Year's Day,U2,0.13331518226499697
1981,You Better You Bet,The Who,0.08479671899309418
