2008,Poker Face,Lady GaGa,1.0,243.33016000000001,86.498999999999995,0.0,3,4
1987,Never Gonna Give You Up,Rick Astley,0.7196024687856586,211.69587000000001,113.35899999999999,0.0,1,4
2002,Beautiful,Christina Aguilera,0.7089650463877584,236.95627999999999,139.99000000000001,0.0,8,4
2007,Don't Stop The Music,Rihanna,0.7036632173590696,283.87220000000002,128.09200000000001,0.0,11,4
1993,Macarena,Los Del Rio,0.7031700153050514,251.21914000000001,206.376,0.0,11,4
1993,Macarena,Los Del Rio,0.7031700153050514,249.49506,206.02000000000001,0.0,10,1
2004,Lonely,Akon,0.7008920219233381,211.66974999999999,90.069000000000003,0.0,1,4
1994,Love Is All Around,Wet Wet Wet,0.6320447206403933,246.38649000000001,84.084000000000003,0.0,10,4
1987,Sweet Child O' Mine,Guns N' Roses,0.6090762738917994,445.17831999999999,134.18799999999999,0.0,6,7
1986,Papa Don't Preach,Madonna,0.5927055084178391,269.58321999999998,121.94799999999999,0.0,5,4
1995,Here Comes The Hotstepper,Ini Kamoze,0.5612142053648772,242.59872999999999,100.339,0.0,7,4
1995,Here Comes The Hotstepper,Ini Kamoze,0.5612142053648772,248.92035999999999,100.342,0.0,9,4
2006,Don't Matter,Akon,0.5603837644105328,249.39057,125.328,0.0,2,4
2002,She Will Be Loved,Maroon 5,0.5472781168257478,261.61586999999997,102.143,0.0,0,4
1997,Honey,Mariah Carey,0.5052202477925244,301.19137999999998,95.929000000000002,0.0,5,4
2004,Vertigo,U2,0.49778761726826254,451.44770999999997,130.01300000000001,0.0,11,4
2007,Good Girl Gone Bad,Rihanna,0.44945255460635625,213.26321999999999,94.986999999999995,0.0,5,4
2003,Everytime,Britney Spears,0.44811513438086614,206.81098,85.331000000000003,0.0,0,3
1985,Into The Groove,Madonna,0.43407222261944006,285.09994999999998,116.512,0.0,1,4
1988,Two Hearts,Phil Collins,0.4211765885509532,204.19873000000001,155.84299999999999,0.0,7,4
1994,On Bended Knee,Boyz II Men,0.42094270020424424,329.27301999999997,116.473,0.0,8,4
2007,Good Girl Gone Bad,Rihanna,0.42041941706988584,208.16934000000001,128.077,0.0,5,4
2002,This Love,Maroon 5,0.4183000047194352,177.52771000000001,114.998,0.0,10,4
1981,Start Me Up,The Rolling Stones,0.4093661028844199,242.20688999999999,130.37200000000001,0.0,5,4
2009,My Life Would Suck Without You,Kelly Clarkson,0.3877243088867822,230.63464999999999,135.91399999999999,0.0,9,4
1990,Praying For Time,George Michael,0.37784142399532566,281.33832000000001,127.84399999999999,0.0,10,4
1989,Slow Poke,Pee Wee King,0.3699524717228353,182.28200000000001,133.792,0.0,7,1
2004,These Words,Natasha Bedingfield,0.36718712632022954,377.25995,97.325000000000003,0.0,8,4
1993,Again,Janet Jackson,0.3615230777597098,227.08199999999999,129.542,0.0,0,4
2000,He Wasn't Man Enough,Toni Braxton,0.3609238417255258,262.08607999999998,175.959,0.0,11,4
